Event,Lap,Driver,GapToLeader_Secs
Japanese Grand Prix,2.0,TSU,10.27
Japanese Grand Prix,2.0,GAS,9.617
Japanese Grand Prix,2.0,SAI,11.786
Japanese Grand Prix,2.0,DOO,13.482
Japanese Grand Prix,2.0,HUL,12.315
Japanese Grand Prix,2.0,LAW,11.121
Japanese Grand Prix,2.0,OCO,12.994
Japanese Grand Prix,2.0,BOR,15.21
Japanese Grand Prix,2.0,STR,14.451
Japanese Grand Prix,3.0,VER,0.0
Japanese Grand Prix,3.0,NOR,1.19
Japanese Grand Prix,3.0,PIA,2.301
Japanese Grand Prix,3.0,LEC,3.314
Japanese Grand Prix,3.0,RUS,4.073
Japanese Grand Prix,3.0,ANT,5.312
Japanese Grand Prix,3.0,HAM,7.501
Japanese Grand Prix,3.0,HAD,6.533
Japanese Grand Prix,3.0,ALB,8.425
Japanese Grand Prix,3.0,BEA,8.956
Japanese Grand Prix,3.0,ALO,10.188
Japanese Grand Prix,3.0,TSU,11.688
Japanese Grand Prix,3.0,GAS,10.933
Japanese Grand Prix,3.0,SAI,13.477
Japanese Grand Prix,3.0,DOO,15.496
Japanese Grand Prix,3.0,HUL,14.095
Japanese Grand Prix,3.0,LAW,12.715
Japanese Grand Prix,3.0,OCO,14.886
Japanese Grand Prix,3.0,BOR,17.249
Japanese Grand Prix,3.0,STR,16.287
Japanese Grand Prix,4.0,VER,0.0
Japanese Grand Prix,4.0,NOR,1.284
Japanese Grand Prix,4.0,PIA,2.2560000000000002
Japanese Grand Prix,4.0,LEC,3.524
Japanese Grand Prix,4.0,RUS,4.386
Japanese Grand Prix,4.0,ANT,5.828
Japanese Grand Prix,4.0,HAM,7.904
Japanese Grand Prix,4.0,HAD,7.066
Japanese Grand Prix,4.0,ALB,8.998
Japanese Grand Prix,4.0,BEA,9.678
Japanese Grand Prix,4.0,ALO,11.054
Japanese Grand Prix,4.0,TSU,12.715
Japanese Grand Prix,4.0,GAS,11.897
Japanese Grand Prix,4.0,SAI,14.498
Japanese Grand Prix,4.0,DOO,17.096
Japanese Grand Prix,4.0,HUL,15.617
Japanese Grand Prix,4.0,LAW,14.069
Japanese Grand Prix,4.0,OCO,16.312
Japanese Grand Prix,4.0,BOR,18.473
Japanese Grand Prix,4.0,STR,17.704
Japanese Grand Prix,5.0,VER,0.0
Japanese Grand Prix,5.0,NOR,1.455
Japanese Grand Prix,5.0,PIA,2.447
Japanese Grand Prix,5.0,LEC,3.626
Japanese Grand Prix,5.0,RUS,4.405
Japanese Grand Prix,5.0,ANT,5.842
Japanese Grand Prix,5.0,HAM,7.948
Japanese Grand Prix,5.0,HAD,7.586
Japanese Grand Prix,5.0,ALB,9.36
Japanese Grand Prix,5.0,BEA,10.028
Japanese Grand Prix,5.0,ALO,11.877
Japanese Grand Prix,5.0,TSU,13.508
Japanese Grand Prix,5.0,GAS,12.675
Japanese Grand Prix,5.0,SAI,16.195
Japanese Grand Prix,5.0,DOO,18.805
Japanese Grand Prix,5.0,HUL,17.107
Japanese Grand Prix,5.0,LAW,15.462
Japanese Grand Prix,5.0,OCO,17.897
Japanese Grand Prix,5.0,BOR,19.74
Japanese Grand Prix,5.0,STR,19.346
Japanese Grand Prix,6.0,VER,0.0
Japanese Grand Prix,6.0,NOR,1.745
Japanese Grand Prix,6.0,PIA,2.632
Japanese Grand Prix,6.0,LEC,3.859
Japanese Grand Prix,6.0,RUS,4.681
Japanese Grand Prix,6.0,ANT,6.253
Japanese Grand Prix,6.0,HAM,8.243
Japanese Grand Prix,6.0,HAD,9.395
Japanese Grand Prix,6.0,ALB,10.162
Japanese Grand Prix,6.0,BEA,10.917
Japanese Grand Prix,6.0,ALO,12.95
Japanese Grand Prix,6.0,TSU,14.622
Japanese Grand Prix,6.0,GAS,13.879
Japanese Grand Prix,6.0,SAI,17.331
Japanese Grand Prix,6.0,DOO,20.507
Japanese Grand Prix,6.0,HUL,18.552
Japanese Grand Prix,6.0,LAW,16.872
Japanese Grand Prix,6.0,OCO,19.408
Japanese Grand Prix,6.0,BOR,21.649
Japanese Grand Prix,6.0,STR,20.989
Japanese Grand Prix,7.0,VER,0.0
Japanese Grand Prix,7.0,NOR,2.039
Japanese Grand Prix,7.0,PIA,2.955
Japanese Grand Prix,7.0,LEC,4.23
Japanese Grand Prix,7.0,RUS,5.336
Japanese Grand Prix,7.0,ANT,6.568
Japanese Grand Prix,7.0,HAM,8.856
Japanese Grand Prix,7.0,HAD,10.296
Japanese Grand Prix,7.0,ALB,11.078
Japanese Grand Prix,7.0,BEA,12.142
Japanese Grand Prix,7.0,ALO,13.821
Japanese Grand Prix,7.0,TSU,15.751
Japanese Grand Prix,7.0,GAS,14.938
Japanese Grand Prix,7.0,SAI,19.119
Japanese Grand Prix,7.0,DOO,21.873
Japanese Grand Prix,7.0,HUL,20.28
Japanese Grand Prix,7.0,LAW,18.461
Japanese Grand Prix,7.0,OCO,20.924
Japanese Grand Prix,7.0,BOR,23.399
Japanese Grand Prix,7.0,STR,22.567
Japanese Grand Prix,8.0,VER,0.0
Japanese Grand Prix,8.0,NOR,2.091
Japanese Grand Prix,8.0,PIA,3.191
Japanese Grand Prix,8.0,LEC,4.481
Japanese Grand Prix,8.0,RUS,5.598
Japanese Grand Prix,8.0,ANT,7.05
Japanese Grand Prix,8.0,HAM,9.232
Japanese Grand Prix,8.0,HAD,10.75
Japanese Grand Prix,8.0,ALB,12.032
Japanese Grand Prix,8.0,BEA,13.337
Japanese Grand Prix,8.0,ALO,14.782
Japanese Grand Prix,8.0,TSU,17.033
Japanese Grand Prix,8.0,GAS,16.173
Japanese Grand Prix,8.0,SAI,20.222
Japanese Grand Prix,8.0,DOO,23.412
Japanese Grand Prix,8.0,HUL,21.504
Japanese Grand Prix,8.0,LAW,19.615
Japanese Grand Prix,8.0,OCO,22.438
Japanese Grand Prix,8.0,BOR,25.072
Japanese Grand Prix,8.0,STR,24.387
Japanese Grand Prix,9.0,VER,0.0
Japanese Grand Prix,9.0,NOR,2.074
Japanese Grand Prix,9.0,PIA,3.252
Japanese Grand Prix,9.0,LEC,5.007
Japanese Grand Prix,9.0,RUS,5.885
Japanese Grand Prix,9.0,ANT,7.4030000000000005
Japanese Grand Prix,9.0,HAM,9.515
Japanese Grand Prix,9.0,HAD,11.385
Japanese Grand Prix,9.0,ALB,12.697
Japanese Grand Prix,9.0,BEA,14.216
Japanese Grand Prix,9.0,ALO,15.732
Japanese Grand Prix,9.0,TSU,18.056
Japanese Grand Prix,9.0,GAS,17.197
Japanese Grand Prix,9.0,SAI,21.547
Japanese Grand Prix,9.0,DOO,24.953
Japanese Grand Prix,9.0,HUL,22.845
Japanese Grand Prix,9.0,LAW,20.799
Japanese Grand Prix,9.0,OCO,23.944
Japanese Grand Prix,9.0,BOR,27.017
Japanese Grand Prix,9.0,STR,28.804
Japanese Grand Prix,10.0,VER,0.0
Japanese Grand Prix,10.0,NOR,2.167
Japanese Grand Prix,10.0,PIA,3.872
Japanese Grand Prix,10.0,LEC,5.279
Japanese Grand Prix,10.0,RUS,5.933
Japanese Grand Prix,10.0,ANT,7.569
Japanese Grand Prix,10.0,HAM,9.482
Japanese Grand Prix,10.0,HAD,11.789
Japanese Grand Prix,10.0,ALB,13.266
Japanese Grand Prix,10.0,BEA,14.878
Japanese Grand Prix,10.0,ALO,16.675
Japanese Grand Prix,10.0,TSU,19.099
Japanese Grand Prix,10.0,GAS,18.319
Japanese Grand Prix,10.0,SAI,22.419
Japanese Grand Prix,10.0,DOO,26.405
Japanese Grand Prix,10.0,HUL,23.888
Japanese Grand Prix,10.0,LAW,21.796
Japanese Grand Prix,10.0,OCO,25.244
Japanese Grand Prix,10.0,BOR,27.921
Japanese Grand Prix,10.0,STR,50.456
Japanese Grand Prix,11.0,VER,0.0
Japanese Grand Prix,11.0,NOR,2.243
Japanese Grand Prix,11.0,PIA,3.8529999999999998
Japanese Grand Prix,11.0,LEC,5.445
Japanese Grand Prix,11.0,RUS,6.318
Japanese Grand Prix,11.0,ANT,8.291
Japanese Grand Prix,11.0,HAM,9.94
Japanese Grand Prix,11.0,HAD,12.53
Japanese Grand Prix,11.0,ALB,13.993
Japanese Grand Prix,11.0,BEA,15.803
Japanese Grand Prix,11.0,ALO,17.659
Japanese Grand Prix,11.0,TSU,20.269
Japanese Grand Prix,11.0,GAS,19.491
Japanese Grand Prix,11.0,SAI,23.71
Japanese Grand Prix,11.0,DOO,27.913
Japanese Grand Prix,11.0,HUL,25.296
Japanese Grand Prix,11.0,LAW,23.135
Japanese Grand Prix,11.0,OCO,26.591
Japanese Grand Prix,11.0,BOR,29.122
Japanese Grand Prix,11.0,STR,51.812
Japanese Grand Prix,12.0,VER,0.0
Japanese Grand Prix,12.0,NOR,2.065
Japanese Grand Prix,12.0,PIA,3.544
Japanese Grand Prix,12.0,LEC,5.579
Japanese Grand Prix,12.0,RUS,6.539
Japanese Grand Prix,12.0,ANT,8.83
Japanese Grand Prix,12.0,HAM,10.33
Japanese Grand Prix,12.0,HAD,12.972
Japanese Grand Prix,12.0,ALB,14.350999999999999
Japanese Grand Prix,12.0,BEA,16.404
Japanese Grand Prix,12.0,ALO,18.53
Japanese Grand Prix,12.0,TSU,21.053
Japanese Grand Prix,12.0,GAS,20.388
Japanese Grand Prix,12.0,SAI,25.143
Japanese Grand Prix,12.0,DOO,29.456
Japanese Grand Prix,12.0,HUL,26.707
Japanese Grand Prix,12.0,LAW,24.296
Japanese Grand Prix,12.0,OCO,27.817
Japanese Grand Prix,12.0,BOR,30.378
Japanese Grand Prix,12.0,STR,53.412
Japanese Grand Prix,13.0,VER,0.0
Japanese Grand Prix,13.0,NOR,1.891
Japanese Grand Prix,13.0,PIA,3.157
Japanese Grand Prix,13.0,LEC,5.352
Japanese Grand Prix,13.0,RUS,6.714
Japanese Grand Prix,13.0,ANT,8.958
Japanese Grand Prix,13.0,HAM,10.616
Japanese Grand Prix,13.0,HAD,13.359
Japanese Grand Prix,13.0,ALB,14.653
Japanese Grand Prix,13.0,BEA,16.999
Japanese Grand Prix,13.0,ALO,19.217
Japanese Grand Prix,13.0,TSU,21.77
Japanese Grand Prix,13.0,GAS,21.051
Japanese Grand Prix,13.0,SAI,26.058
Japanese Grand Prix,13.0,DOO,30.812
Japanese Grand Prix,13.0,HUL,27.549
Japanese Grand Prix,13.0,LAW,25.249
Japanese Grand Prix,13.0,OCO,28.746
Japanese Grand Prix,13.0,BOR,31.37
Japanese Grand Prix,13.0,STR,54.925
Japanese Grand Prix,14.0,VER,0.0
Japanese Grand Prix,14.0,NOR,2.024
Japanese Grand Prix,14.0,PIA,3.337
Japanese Grand Prix,14.0,LEC,5.671
Japanese Grand Prix,14.0,RUS,6.992
Japanese Grand Prix,14.0,ANT,9.551
Japanese Grand Prix,14.0,HAM,11.221
Japanese Grand Prix,14.0,HAD,13.92
Japanese Grand Prix,14.0,ALB,15.428
Japanese Grand Prix,14.0,BEA,17.946
Japanese Grand Prix,14.0,ALO,20.383
Japanese Grand Prix,14.0,TSU,22.99
Japanese Grand Prix,14.0,GAS,21.973
Japanese Grand Prix,14.0,SAI,27.685
Japanese Grand Prix,14.0,DOO,32.361
Japanese Grand Prix,14.0,HUL,28.958
Japanese Grand Prix,14.0,LAW,26.606
Japanese Grand Prix,14.0,OCO,30.186
Japanese Grand Prix,14.0,BOR,32.961
Japanese Grand Prix,14.0,STR,56.131
Japanese Grand Prix,15.0,VER,0.0
Japanese Grand Prix,15.0,NOR,2.166
Japanese Grand Prix,15.0,PIA,3.33
Japanese Grand Prix,15.0,LEC,5.7780000000000005
Japanese Grand Prix,15.0,RUS,7.331
Japanese Grand Prix,15.0,ANT,9.957
Japanese Grand Prix,15.0,HAM,11.741
Japanese Grand Prix,15.0,HAD,14.443
Japanese Grand Prix,15.0,ALB,15.865
Japanese Grand Prix,15.0,BEA,18.612
Japanese Grand Prix,15.0,ALO,21.326
Japanese Grand Prix,15.0,TSU,23.642
Japanese Grand Prix,15.0,GAS,22.894
Japanese Grand Prix,15.0,SAI,28.768
Japanese Grand Prix,15.0,DOO,36.247
Japanese Grand Prix,15.0,HUL,30.319
Japanese Grand Prix,15.0,LAW,27.943
Japanese Grand Prix,15.0,OCO,31.539
Japanese Grand Prix,15.0,BOR,34.451
Japanese Grand Prix,15.0,STR,57.172
Japanese Grand Prix,16.0,VER,0.0
Japanese Grand Prix,16.0,NOR,2.136
Japanese Grand Prix,16.0,PIA,3.471
Japanese Grand Prix,16.0,LEC,6.012
Japanese Grand Prix,16.0,RUS,7.76
Japanese Grand Prix,16.0,ANT,10.387
Japanese Grand Prix,16.0,HAM,12.378
Japanese Grand Prix,16.0,HAD,15.058
Japanese Grand Prix,16.0,ALB,16.793
Japanese Grand Prix,16.0,BEA,19.606
Japanese Grand Prix,16.0,ALO,22.351
Japanese Grand Prix,16.0,TSU,24.928
Japanese Grand Prix,16.0,GAS,24.125
Japanese Grand Prix,16.0,SAI,30.19
Japanese Grand Prix,16.0,DOO,57.386
Japanese Grand Prix,16.0,HUL,31.883
Japanese Grand Prix,16.0,LAW,29.145
Japanese Grand Prix,16.0,OCO,33.049
Japanese Grand Prix,16.0,BOR,35.619
Japanese Grand Prix,16.0,STR,58.628
Japanese Grand Prix,17.0,VER,0.0
Japanese Grand Prix,17.0,NOR,1.9220000000000002
Japanese Grand Prix,17.0,PIA,3.596
Japanese Grand Prix,17.0,LEC,6.279
Japanese Grand Prix,17.0,RUS,8.052
Japanese Grand Prix,17.0,ANT,10.757
Japanese Grand Prix,17.0,HAM,12.596
Japanese Grand Prix,17.0,HAD,15.571
Japanese Grand Prix,17.0,ALB,17.474
Japanese Grand Prix,17.0,BEA,20.501
Japanese Grand Prix,17.0,ALO,23.248
Japanese Grand Prix,17.0,TSU,25.981
Japanese Grand Prix,17.0,GAS,25.212
Japanese Grand Prix,17.0,SAI,30.905
Japanese Grand Prix,17.0,DOO,57.643
Japanese Grand Prix,17.0,HUL,32.833
Japanese Grand Prix,17.0,LAW,30.147
Japanese Grand Prix,17.0,OCO,34.22
Japanese Grand Prix,17.0,BOR,36.719
Japanese Grand Prix,17.0,STR,59.743
Japanese Grand Prix,18.0,VER,0.0
Japanese Grand Prix,18.0,NOR,1.83
Japanese Grand Prix,18.0,PIA,3.903
Japanese Grand Prix,18.0,LEC,6.574
Japanese Grand Prix,18.0,RUS,8.665
Japanese Grand Prix,18.0,ANT,11.265
Japanese Grand Prix,18.0,HAM,13.277
Japanese Grand Prix,18.0,HAD,16.104
Japanese Grand Prix,18.0,ALB,18.198
Japanese Grand Prix,18.0,BEA,21.529
Japanese Grand Prix,18.0,ALO,24.264
Japanese Grand Prix,18.0,TSU,27.234
Japanese Grand Prix,18.0,GAS,26.547
Japanese Grand Prix,18.0,SAI,32.152
Japanese Grand Prix,18.0,DOO,57.892
Japanese Grand Prix,18.0,HUL,34.031
Japanese Grand Prix,18.0,LAW,31.375
Japanese Grand Prix,18.0,OCO,35.635
Japanese Grand Prix,18.0,BOR,38.09
Japanese Grand Prix,18.0,STR,60.841
Japanese Grand Prix,19.0,VER,0.0
Japanese Grand Prix,19.0,NOR,1.46
Japanese Grand Prix,19.0,PIA,3.98
Japanese Grand Prix,19.0,LEC,6.761
Japanese Grand Prix,19.0,RUS,11.063
Japanese Grand Prix,19.0,ANT,11.661
Japanese Grand Prix,19.0,HAM,13.996
Japanese Grand Prix,19.0,HAD,16.576999999999998
Japanese Grand Prix,19.0,ALB,19.053
Japanese Grand Prix,19.0,BEA,22.419
Japanese Grand Prix,19.0,ALO,25.017
Japanese Grand Prix,19.0,TSU,28.315
Japanese Grand Prix,19.0,GAS,27.586
Japanese Grand Prix,19.0,SAI,33.207
Japanese Grand Prix,19.0,DOO,58.515
Japanese Grand Prix,19.0,HUL,34.985
Japanese Grand Prix,19.0,LAW,32.359
Japanese Grand Prix,19.0,OCO,36.777
Japanese Grand Prix,19.0,BOR,38.936
Japanese Grand Prix,19.0,STR,61.54
Japanese Grand Prix,20.0,VER,0.0
Japanese Grand Prix,20.0,NOR,1.5150000000000001
Japanese Grand Prix,20.0,PIA,6.275
Japanese Grand Prix,20.0,LEC,7.325
Japanese Grand Prix,20.0,RUS,30.911
Japanese Grand Prix,20.0,ANT,12.153
Japanese Grand Prix,20.0,HAM,14.679
Japanese Grand Prix,20.0,HAD,17.403
Japanese Grand Prix,20.0,ALB,19.982
Japanese Grand Prix,20.0,BEA,23.416
Japanese Grand Prix,20.0,ALO,26.119
Japanese Grand Prix,20.0,TSU,29.576999999999998
Japanese Grand Prix,20.0,GAS,28.877
Japanese Grand Prix,20.0,SAI,34.956
Japanese Grand Prix,20.0,DOO,59.151
Japanese Grand Prix,20.0,HUL,36.235
Japanese Grand Prix,20.0,LAW,34.063
Japanese Grand Prix,20.0,OCO,38.076
Japanese Grand Prix,20.0,BOR,40.411
Japanese Grand Prix,20.0,STR,62.127
Japanese Grand Prix,21.0,VER,0.0
Japanese Grand Prix,21.0,NOR,1.329
Japanese Grand Prix,21.0,PIA,24.09
Japanese Grand Prix,21.0,LEC,7.5280000000000005
Japanese Grand Prix,21.0,RUS,28.928
Japanese Grand Prix,21.0,ANT,10.08
Japanese Grand Prix,21.0,HAM,13.188
Japanese Grand Prix,21.0,HAD,15.886
Japanese Grand Prix,21.0,ALB,18.585
Japanese Grand Prix,21.0,BEA,22.182
Japanese Grand Prix,21.0,ALO,26.086
Japanese Grand Prix,21.0,TSU,29.332
Japanese Grand Prix,21.0,GAS,28.257
Japanese Grand Prix,21.0,SAI,34.207
Japanese Grand Prix,21.0,DOO,57.742
Japanese Grand Prix,21.0,HUL,35.453
Japanese Grand Prix,21.0,LAW,33.447
Japanese Grand Prix,21.0,OCO,37.064
Japanese Grand Prix,21.0,BOR,39.563
Japanese Grand Prix,21.0,STR,60.532
Japanese Grand Prix,22.0,VER,10.813
Japanese Grand Prix,22.0,NOR,12.861
Japanese Grand Prix,22.0,PIA,14.669
Japanese Grand Prix,22.0,LEC,17.874
Japanese Grand Prix,22.0,RUS,19.786
Japanese Grand Prix,22.0,ANT,0.0
Japanese Grand Prix,22.0,HAM,3.621
Japanese Grand Prix,22.0,HAD,6.374
Japanese Grand Prix,22.0,ALB,9.181
Japanese Grand Prix,22.0,BEA,15.545
Japanese Grand Prix,22.0,ALO,17.22
Japanese Grand Prix,22.0,TSU,21.728
Japanese Grand Prix,22.0,GAS,21.084
Japanese Grand Prix,22.0,SAI,25.576
Japanese Grand Prix,22.0,DOO,47.999
Japanese Grand Prix,22.0,HUL,28.927
Japanese Grand Prix,22.0,LAW,24.871
Japanese Grand Prix,22.0,OCO,28.155
Japanese Grand Prix,22.0,BOR,30.79
Japanese Grand Prix,22.0,STR,51.039
Japanese Grand Prix,23.0,VER,10.343
Japanese Grand Prix,23.0,NOR,12.428
Japanese Grand Prix,23.0,PIA,14.534
Japanese Grand Prix,23.0,LEC,18.672
Japanese Grand Prix,23.0,RUS,19.912
Japanese Grand Prix,23.0,ANT,0.0
Japanese Grand Prix,23.0,HAM,3.646
Japanese Grand Prix,23.0,HAD,6.913
Japanese Grand Prix,23.0,ALB,10.042
Japanese Grand Prix,23.0,BEA,18.638
Japanese Grand Prix,23.0,ALO,18.536
Japanese Grand Prix,23.0,TSU,24.972
Japanese Grand Prix,23.0,GAS,22.343
Japanese Grand Prix,23.0,SAI,26.933
Japanese Grand Prix,23.0,DOO,48.331
Japanese Grand Prix,23.0,HUL,50.243
Japanese Grand Prix,23.0,LAW,26.177
Japanese Grand Prix,23.0,OCO,29.121
Japanese Grand Prix,23.0,BOR,31.762
Japanese Grand Prix,23.0,STR,52.004
Japanese Grand Prix,24.0,VER,9.579
Japanese Grand Prix,24.0,NOR,12.09
Japanese Grand Prix,24.0,PIA,13.865
Japanese Grand Prix,24.0,LEC,18.741
Japanese Grand Prix,24.0,RUS,21.197
Japanese Grand Prix,24.0,ANT,0.0
Japanese Grand Prix,24.0,HAM,4.139
Japanese Grand Prix,24.0,HAD,7.495
Japanese Grand Prix,24.0,ALB,13.914
Japanese Grand Prix,24.0,BEA,40.185
Japanese Grand Prix,24.0,ALO,23.029
Japanese Grand Prix,24.0,TSU,46.496
Japanese Grand Prix,24.0,GAS,26.189
Japanese Grand Prix,24.0,SAI,28.406
Japanese Grand Prix,24.0,DOO,48.643
Japanese Grand Prix,24.0,HUL,50.004
Japanese Grand Prix,24.0,LAW,27.31
Japanese Grand Prix,24.0,OCO,30.298
Japanese Grand Prix,24.0,BOR,32.506
Japanese Grand Prix,24.0,STR,53.098
Japanese Grand Prix,25.0,VER,8.988
Japanese Grand Prix,25.0,NOR,11.231
Japanese Grand Prix,25.0,PIA,13.167
Japanese Grand Prix,25.0,LEC,18.323
Japanese Grand Prix,25.0,RUS,21.013
Japanese Grand Prix,25.0,ANT,0.0
Japanese Grand Prix,25.0,HAM,4.429
Japanese Grand Prix,25.0,HAD,10.616
Japanese Grand Prix,25.0,ALB,36.573
Japanese Grand Prix,25.0,BEA,40.218
Japanese Grand Prix,25.0,ALO,46.467
Japanese Grand Prix,25.0,TSU,47.017
Japanese Grand Prix,25.0,GAS,53.198
Japanese Grand Prix,25.0,SAI,29.241
Japanese Grand Prix,25.0,DOO,49.144
Japanese Grand Prix,25.0,HUL,53.769
Japanese Grand Prix,25.0,LAW,28.329
Japanese Grand Prix,25.0,OCO,31.252
Japanese Grand Prix,25.0,BOR,33.047
Japanese Grand Prix,25.0,STR,54.744
Japanese Grand Prix,26.0,VER,8.31
Japanese Grand Prix,26.0,NOR,10.672
Japanese Grand Prix,26.0,PIA,12.481
Japanese Grand Prix,26.0,LEC,17.7
Japanese Grand Prix,26.0,RUS,20.298
Japanese Grand Prix,26.0,ANT,0.0
Japanese Grand Prix,26.0,HAM,4.507
Japanese Grand Prix,26.0,HAD,33.076
Japanese Grand Prix,26.0,ALB,36.55
Japanese Grand Prix,26.0,BEA,40.425
Japanese Grand Prix,26.0,ALO,46.199
Japanese Grand Prix,26.0,TSU,47.636
Japanese Grand Prix,26.0,GAS,53.32
Japanese Grand Prix,26.0,SAI,30.833
Japanese Grand Prix,26.0,DOO,49.753
Japanese Grand Prix,26.0,HUL,54.172
Japanese Grand Prix,26.0,LAW,29.219
Japanese Grand Prix,26.0,OCO,34.576
Japanese Grand Prix,26.0,BOR,35.147
Japanese Grand Prix,26.0,STR,55.876
Japanese Grand Prix,27.0,VER,7.309
Japanese Grand Prix,27.0,NOR,9.628
Japanese Grand Prix,27.0,PIA,11.568999999999999
Japanese Grand Prix,27.0,LEC,16.892
Japanese Grand Prix,27.0,RUS,19.562
Japanese Grand Prix,27.0,ANT,0.0
Japanese Grand Prix,27.0,HAM,4.312
Japanese Grand Prix,27.0,HAD,32.927
Japanese Grand Prix,27.0,ALB,37.024
Japanese Grand Prix,27.0,BEA,40.468
Japanese Grand Prix,27.0,ALO,45.933
Japanese Grand Prix,27.0,TSU,47.182
Japanese Grand Prix,27.0,GAS,52.917
Japanese Grand Prix,27.0,SAI,31.506
Japanese Grand Prix,27.0,DOO,49.86
Japanese Grand Prix,27.0,HUL,53.808
Japanese Grand Prix,27.0,LAW,29.936
Japanese Grand Prix,27.0,OCO,35.236
Japanese Grand Prix,27.0,BOR,36.815
Japanese Grand Prix,27.0,STR,56.544
Japanese Grand Prix,28.0,VER,6.576
Japanese Grand Prix,28.0,NOR,8.516
Japanese Grand Prix,28.0,PIA,10.515
Japanese Grand Prix,28.0,LEC,15.996
Japanese Grand Prix,28.0,RUS,18.854
Japanese Grand Prix,28.0,ANT,0.0
Japanese Grand Prix,28.0,HAM,4.156
Japanese Grand Prix,28.0,HAD,32.933
Japanese Grand Prix,28.0,ALB,36.452
Japanese Grand Prix,28.0,BEA,40.647
Japanese Grand Prix,28.0,ALO,45.755
Japanese Grand Prix,28.0,TSU,47.022
Japanese Grand Prix,28.0,GAS,52.632
Japanese Grand Prix,28.0,SAI,32.347
Japanese Grand Prix,28.0,DOO,49.946
Japanese Grand Prix,28.0,HUL,53.716
Japanese Grand Prix,28.0,LAW,30.717
Japanese Grand Prix,28.0,OCO,35.963
Japanese Grand Prix,28.0,BOR,38.629
Japanese Grand Prix,28.0,STR,57.474
Japanese Grand Prix,29.0,VER,5.763
Japanese Grand Prix,29.0,NOR,7.731
Japanese Grand Prix,29.0,PIA,9.735
Japanese Grand Prix,29.0,LEC,15.347
Japanese Grand Prix,29.0,RUS,18.3
Japanese Grand Prix,29.0,ANT,0.0
Japanese Grand Prix,29.0,HAM,4.41
Japanese Grand Prix,29.0,HAD,34.081
Japanese Grand Prix,29.0,ALB,36.139
Japanese Grand Prix,29.0,BEA,40.765
Japanese Grand Prix,29.0,ALO,45.659
Japanese Grand Prix,29.0,TSU,47.016
Japanese Grand Prix,29.0,GAS,52.325
Japanese Grand Prix,29.0,SAI,33.768
Japanese Grand Prix,29.0,DOO,50.194
Japanese Grand Prix,29.0,HUL,53.609
Japanese Grand Prix,29.0,LAW,31.715
Japanese Grand Prix,29.0,OCO,37.831
Japanese Grand Prix,29.0,BOR,39.482
Japanese Grand Prix,29.0,STR,58.639
Japanese Grand Prix,30.0,VER,5.35
Japanese Grand Prix,30.0,NOR,6.7780000000000005
Japanese Grand Prix,30.0,PIA,8.723
Japanese Grand Prix,30.0,LEC,14.350999999999999
Japanese Grand Prix,30.0,RUS,17.6
Japanese Grand Prix,30.0,ANT,0.0
Japanese Grand Prix,30.0,HAM,7.537
Japanese Grand Prix,30.0,HAD,34.261
Japanese Grand Prix,30.0,ALB,36.309
Japanese Grand Prix,30.0,BEA,40.628
Japanese Grand Prix,30.0,ALO,45.584
Japanese Grand Prix,30.0,TSU,46.882
Japanese Grand Prix,30.0,GAS,51.962
Japanese Grand Prix,30.0,SAI,37.039
Japanese Grand Prix,30.0,DOO,50.289
Japanese Grand Prix,30.0,HUL,53.447
Japanese Grand Prix,30.0,LAW,32.761
Japanese Grand Prix,30.0,OCO,38.873
Japanese Grand Prix,30.0,BOR,40.118
Japanese Grand Prix,30.0,STR,61.552
Japanese Grand Prix,31.0,VER,1.6280000000000001
Japanese Grand Prix,31.0,NOR,3.082
Japanese Grand Prix,31.0,PIA,5.268
Japanese Grand Prix,31.0,LEC,10.908
Japanese Grand Prix,31.0,RUS,14.287
Japanese Grand Prix,31.0,ANT,0.0
Japanese Grand Prix,31.0,HAM,24.443
Japanese Grand Prix,31.0,HAD,31.838
Japanese Grand Prix,31.0,ALB,33.92
Japanese Grand Prix,31.0,BEA,38.547
Japanese Grand Prix,31.0,ALO,42.982
Japanese Grand Prix,31.0,TSU,44.551
Japanese Grand Prix,31.0,GAS,49.13
Japanese Grand Prix,31.0,SAI,35.97
Japanese Grand Prix,31.0,DOO,47.918
Japanese Grand Prix,31.0,HUL,50.563
Japanese Grand Prix,31.0,LAW,33.128
Japanese Grand Prix,31.0,OCO,37.306
Japanese Grand Prix,31.0,BOR,42.146
Japanese Grand Prix,31.0,STR,79.466
Japanese Grand Prix,32.0,VER,0.0
Japanese Grand Prix,32.0,NOR,1.332
Japanese Grand Prix,32.0,PIA,3.435
Japanese Grand Prix,32.0,LEC,9.272
Japanese Grand Prix,32.0,RUS,12.657
Japanese Grand Prix,32.0,ANT,21.866
Japanese Grand Prix,32.0,HAM,22.585
Japanese Grand Prix,32.0,HAD,30.765
Japanese Grand Prix,32.0,ALB,33.952
Japanese Grand Prix,32.0,BEA,38.126
Japanese Grand Prix,32.0,ALO,42.024
Japanese Grand Prix,32.0,TSU,43.625
Japanese Grand Prix,32.0,GAS,48.151
Japanese Grand Prix,32.0,SAI,36.959
Japanese Grand Prix,32.0,DOO,47.169
Japanese Grand Prix,32.0,HUL,49.581
Japanese Grand Prix,32.0,LAW,34.577
Japanese Grand Prix,32.0,OCO,39.78
