EventName,Lap,Driver,GapToLeader_Secs
Miami Grand Prix,28.0,PER,16.126
Miami Grand Prix,28.0,ALO,26.104
Miami Grand Prix,28.0,RUS,32.971
Miami Grand Prix,28.0,SAI,27.034
Miami Grand Prix,28.0,HAM,30.453
Miami Grand Prix,28.0,LEC,41.755
Miami Grand Prix,28.0,GAS,36.253
Miami Grand Prix,28.0,OCO,25.5
Miami Grand Prix,28.0,MAG,39.398
Miami Grand Prix,28.0,TSU,34.701
Miami Grand Prix,28.0,STR,37.046
Miami Grand Prix,28.0,BOT,48.202
Miami Grand Prix,28.0,ALB,51.982
Miami Grand Prix,28.0,HUL,33.935
Miami Grand Prix,28.0,ZHO,43.742
Miami Grand Prix,28.0,NOR,53.335
Miami Grand Prix,28.0,DEV,63.623
Miami Grand Prix,28.0,PIA,63.178
Miami Grand Prix,28.0,SAR,85.569
Miami Grand Prix,29.0,VER,0.0
Miami Grand Prix,29.0,PER,15.889
Miami Grand Prix,29.0,ALO,26.678
Miami Grand Prix,29.0,RUS,33.107
Miami Grand Prix,29.0,SAI,27.929
Miami Grand Prix,29.0,HAM,31.216
Miami Grand Prix,29.0,LEC,42.445
Miami Grand Prix,29.0,GAS,36.976
Miami Grand Prix,29.0,OCO,27.337
Miami Grand Prix,29.0,MAG,40.004
Miami Grand Prix,29.0,TSU,35.723
Miami Grand Prix,29.0,STR,37.893
Miami Grand Prix,29.0,BOT,49.319
Miami Grand Prix,29.0,ALB,52.545
Miami Grand Prix,29.0,HUL,35.106
Miami Grand Prix,29.0,ZHO,45.089
Miami Grand Prix,29.0,NOR,54.428
Miami Grand Prix,29.0,DEV,66.249
Miami Grand Prix,29.0,PIA,65.802
Miami Grand Prix,29.0,SAR,87.087
Miami Grand Prix,30.0,VER,0.0
Miami Grand Prix,30.0,PER,14.895
Miami Grand Prix,30.0,ALO,26.887
Miami Grand Prix,30.0,RUS,32.662
Miami Grand Prix,30.0,SAI,28.161
Miami Grand Prix,30.0,HAM,31.381
Miami Grand Prix,30.0,LEC,42.199
Miami Grand Prix,30.0,GAS,37.01
Miami Grand Prix,30.0,OCO,28.67
Miami Grand Prix,30.0,MAG,39.953
Miami Grand Prix,30.0,TSU,36.131
Miami Grand Prix,30.0,STR,38.115
Miami Grand Prix,30.0,BOT,49.466
Miami Grand Prix,30.0,ALB,52.583
Miami Grand Prix,30.0,HUL,35.672
Miami Grand Prix,30.0,ZHO,45.678
Miami Grand Prix,30.0,NOR,54.771
Miami Grand Prix,30.0,DEV,67.87
Miami Grand Prix,30.0,PIA,68.899
Miami Grand Prix,30.0,SAR,88.017
Miami Grand Prix,31.0,VER,0.0
Miami Grand Prix,31.0,PER,15.379
Miami Grand Prix,31.0,ALO,27.851
Miami Grand Prix,31.0,RUS,33.316
Miami Grand Prix,31.0,SAI,29.261
Miami Grand Prix,31.0,HAM,32.368
Miami Grand Prix,31.0,LEC,42.483
Miami Grand Prix,31.0,GAS,37.956
Miami Grand Prix,31.0,OCO,30.341
Miami Grand Prix,31.0,MAG,40.582
Miami Grand Prix,31.0,TSU,37.54
Miami Grand Prix,31.0,STR,39.002
Miami Grand Prix,31.0,BOT,50.423
Miami Grand Prix,31.0,ALB,53.364
Miami Grand Prix,31.0,HUL,37.056
Miami Grand Prix,31.0,ZHO,51.661
Miami Grand Prix,31.0,NOR,56.516
Miami Grand Prix,31.0,DEV,69.191
Miami Grand Prix,31.0,PIA,71.847
Miami Grand Prix,31.0,SAR,89.28
Miami Grand Prix,32.0,VER,0.0
Miami Grand Prix,32.0,PER,15.469
Miami Grand Prix,32.0,ALO,28.86
Miami Grand Prix,32.0,RUS,33.838
Miami Grand Prix,32.0,SAI,30.289
Miami Grand Prix,32.0,HAM,34.648
Miami Grand Prix,32.0,LEC,43.252
Miami Grand Prix,32.0,GAS,39.827
Miami Grand Prix,32.0,OCO,31.823
Miami Grand Prix,32.0,MAG,41.881
Miami Grand Prix,32.0,TSU,39.206
Miami Grand Prix,32.0,STR,40.329
Miami Grand Prix,32.0,BOT,51.626
Miami Grand Prix,32.0,ALB,54.293
Miami Grand Prix,32.0,HUL,38.347
Miami Grand Prix,32.0,ZHO,68.265
Miami Grand Prix,32.0,NOR,57.967
Miami Grand Prix,32.0,DEV,70.654
Miami Grand Prix,32.0,PIA,74.866
Miami Grand Prix,32.0,SAR,92.498
Miami Grand Prix,33.0,VER,0.0
Miami Grand Prix,33.0,PER,15.779
Miami Grand Prix,33.0,ALO,29.734
Miami Grand Prix,33.0,RUS,34.767
Miami Grand Prix,33.0,SAI,33.248
Miami Grand Prix,33.0,HAM,35.589
Miami Grand Prix,33.0,LEC,44.356
Miami Grand Prix,33.0,GAS,42.805
Miami Grand Prix,33.0,OCO,32.645
Miami Grand Prix,33.0,MAG,43.8
Miami Grand Prix,33.0,TSU,40.586
Miami Grand Prix,33.0,STR,43.315
Miami Grand Prix,33.0,BOT,52.72
Miami Grand Prix,33.0,ALB,55.493
Miami Grand Prix,33.0,HUL,47.423
Miami Grand Prix,33.0,ZHO,69.048
Miami Grand Prix,33.0,NOR,59.417
Miami Grand Prix,33.0,DEV,72.027
Miami Grand Prix,33.0,PIA,77.485
Miami Grand Prix,33.0,SAR,94.195
Miami Grand Prix,34.0,VER,0.0
Miami Grand Prix,34.0,PER,15.759
Miami Grand Prix,34.0,ALO,30.708
Miami Grand Prix,34.0,RUS,35.754
Miami Grand Prix,34.0,SAI,33.771
Miami Grand Prix,34.0,HAM,36.634
Miami Grand Prix,34.0,LEC,45.476
Miami Grand Prix,34.0,GAS,43.429
Miami Grand Prix,34.0,OCO,34.426
Miami Grand Prix,34.0,MAG,44.97
Miami Grand Prix,34.0,TSU,41.568
Miami Grand Prix,34.0,STR,44.444
Miami Grand Prix,34.0,BOT,53.76
Miami Grand Prix,34.0,ALB,56.374
Miami Grand Prix,34.0,HUL,63.935
Miami Grand Prix,34.0,ZHO,69.512
Miami Grand Prix,34.0,NOR,60.622
Miami Grand Prix,34.0,DEV,73.321
Miami Grand Prix,34.0,PIA,79.37
Miami Grand Prix,34.0,SAR,95.868
Miami Grand Prix,35.0,VER,0.0
Miami Grand Prix,35.0,PER,15.86
Miami Grand Prix,35.0,ALO,31.427
Miami Grand Prix,35.0,RUS,36.394
Miami Grand Prix,35.0,SAI,34.852
Miami Grand Prix,35.0,HAM,38.038
Miami Grand Prix,35.0,LEC,46.985
Miami Grand Prix,35.0,GAS,44.79
Miami Grand Prix,35.0,OCO,36.091
Miami Grand Prix,35.0,MAG,46.703
Miami Grand Prix,35.0,TSU,42.619
Miami Grand Prix,35.0,STR,45.793
Miami Grand Prix,35.0,BOT,54.978
Miami Grand Prix,35.0,ALB,57.454
Miami Grand Prix,35.0,HUL,64.01
Miami Grand Prix,35.0,ZHO,70.185
Miami Grand Prix,35.0,NOR,62.093
Miami Grand Prix,35.0,DEV,74.897
Miami Grand Prix,35.0,PIA,81.548
Miami Grand Prix,35.0,SAR,97.523
Miami Grand Prix,36.0,VER,0.0
Miami Grand Prix,36.0,PER,15.668
Miami Grand Prix,36.0,ALO,32.05
Miami Grand Prix,36.0,RUS,37.029
Miami Grand Prix,36.0,SAI,36.382
Miami Grand Prix,36.0,HAM,39.363
Miami Grand Prix,36.0,LEC,48.434
Miami Grand Prix,36.0,GAS,45.726
Miami Grand Prix,36.0,OCO,37.906
Miami Grand Prix,36.0,MAG,48.648
Miami Grand Prix,36.0,TSU,48.242
Miami Grand Prix,36.0,STR,47.048
Miami Grand Prix,36.0,BOT,56.118
Miami Grand Prix,36.0,ALB,58.388
Miami Grand Prix,36.0,HUL,63.527
Miami Grand Prix,36.0,ZHO,70.706
Miami Grand Prix,36.0,NOR,63.395
Miami Grand Prix,36.0,DEV,76.397
Miami Grand Prix,36.0,PIA,83.447
Miami Grand Prix,36.0,SAR,99.155
Miami Grand Prix,37.0,VER,0.0
Miami Grand Prix,37.0,PER,15.835
Miami Grand Prix,37.0,ALO,32.248
Miami Grand Prix,37.0,RUS,38.018
Miami Grand Prix,37.0,SAI,38.636
Miami Grand Prix,37.0,HAM,45.914
Miami Grand Prix,37.0,LEC,50.818
Miami Grand Prix,37.0,GAS,46.717
Miami Grand Prix,37.0,OCO,39.312
Miami Grand Prix,37.0,MAG,50.715
Miami Grand Prix,37.0,TSU,63.489
Miami Grand Prix,37.0,STR,48.281
Miami Grand Prix,37.0,BOT,57.342
Miami Grand Prix,37.0,ALB,59.466
Miami Grand Prix,37.0,HUL,64.656
Miami Grand Prix,37.0,ZHO,71.687
Miami Grand Prix,37.0,NOR,65.925
Miami Grand Prix,37.0,DEV,78.074
Miami Grand Prix,37.0,PIA,85.395
Miami Grand Prix,37.0,SAR,101.204
Miami Grand Prix,38.0,VER,0.0
Miami Grand Prix,38.0,PER,16.95
Miami Grand Prix,38.0,ALO,32.396
Miami Grand Prix,38.0,RUS,38.424
Miami Grand Prix,38.0,SAI,39.944
Miami Grand Prix,38.0,HAM,59.804
Miami Grand Prix,38.0,LEC,51.881
Miami Grand Prix,38.0,GAS,47.87
Miami Grand Prix,38.0,OCO,40.693
Miami Grand Prix,38.0,MAG,53.094
Miami Grand Prix,38.0,TSU,63.851
Miami Grand Prix,38.0,STR,49.504
Miami Grand Prix,38.0,BOT,58.775
Miami Grand Prix,38.0,ALB,61.628
Miami Grand Prix,38.0,HUL,65.652
Miami Grand Prix,38.0,ZHO,72.947
Miami Grand Prix,38.0,NOR,67.898
Miami Grand Prix,38.0,DEV,79.684
Miami Grand Prix,38.0,PIA,87.63
Miami Grand Prix,38.0,SAR,102.98
Miami Grand Prix,39.0,VER,0.0
Miami Grand Prix,39.0,PER,17.261
Miami Grand Prix,39.0,ALO,32.356
Miami Grand Prix,39.0,RUS,38.996
Miami Grand Prix,39.0,SAI,40.708
Miami Grand Prix,39.0,HAM,60.13
Miami Grand Prix,39.0,LEC,52.823
Miami Grand Prix,39.0,GAS,48.68
Miami Grand Prix,39.0,OCO,46.756
Miami Grand Prix,39.0,MAG,54.279
Miami Grand Prix,39.0,TSU,64.351
Miami Grand Prix,39.0,STR,50.359
Miami Grand Prix,39.0,BOT,60.175
Miami Grand Prix,39.0,ALB,62.628
Miami Grand Prix,39.0,HUL,66.243
Miami Grand Prix,39.0,ZHO,73.854
Miami Grand Prix,39.0,NOR,69.645
Miami Grand Prix,39.0,DEV,80.802
Miami Grand Prix,39.0,PIA,90.607
Miami Grand Prix,39.0,SAR,104.64
Miami Grand Prix,40.0,VER,0.0
Miami Grand Prix,40.0,PER,17.613
Miami Grand Prix,40.0,ALO,32.582
Miami Grand Prix,40.0,RUS,39.466
Miami Grand Prix,40.0,SAI,41.287
Miami Grand Prix,40.0,HAM,60.536
Miami Grand Prix,40.0,LEC,53.64
Miami Grand Prix,40.0,GAS,49.517
Miami Grand Prix,40.0,OCO,61.198
Miami Grand Prix,40.0,MAG,55.723
Miami Grand Prix,40.0,TSU,65.337
Miami Grand Prix,40.0,STR,51.311
Miami Grand Prix,40.0,BOT,63.03
Miami Grand Prix,40.0,ALB,64.093
Miami Grand Prix,40.0,HUL,67.128
Miami Grand Prix,40.0,ZHO,74.745
Miami Grand Prix,40.0,NOR,71.031
Miami Grand Prix,40.0,DEV,82.172
Miami Grand Prix,40.0,PIA,94.227
Miami Grand Prix,40.0,SAR,106.533
Miami Grand Prix,41.0,VER,0.0
Miami Grand Prix,41.0,PER,18.115
Miami Grand Prix,41.0,ALO,32.868
Miami Grand Prix,41.0,RUS,40.242
Miami Grand Prix,41.0,SAI,42.132
Miami Grand Prix,41.0,HAM,60.901
Miami Grand Prix,41.0,LEC,54.613
Miami Grand Prix,41.0,GAS,50.671
Miami Grand Prix,41.0,OCO,62.004
Miami Grand Prix,41.0,MAG,57.397
Miami Grand Prix,41.0,TSU,66.627
Miami Grand Prix,41.0,STR,52.554
Miami Grand Prix,41.0,BOT,64.803
Miami Grand Prix,41.0,ALB,65.475
Miami Grand Prix,41.0,HUL,68.3
Miami Grand Prix,41.0,ZHO,75.985
Miami Grand Prix,41.0,NOR,72.824
Miami Grand Prix,41.0,DEV,83.826
Miami Grand Prix,41.0,PIA,96.225
Miami Grand Prix,41.0,SAR,109.605
Miami Grand Prix,42.0,VER,0.0
Miami Grand Prix,42.0,PER,18.307
Miami Grand Prix,42.0,ALO,33.008
Miami Grand Prix,42.0,RUS,40.601
Miami Grand Prix,42.0,SAI,42.952
Miami Grand Prix,42.0,HAM,61.508
Miami Grand Prix,42.0,LEC,55.259
Miami Grand Prix,42.0,GAS,51.738
Miami Grand Prix,42.0,OCO,62.59
Miami Grand Prix,42.0,MAG,58.731
Miami Grand Prix,42.0,TSU,67.866
Miami Grand Prix,42.0,STR,58.688
Miami Grand Prix,42.0,BOT,65.897
Miami Grand Prix,42.0,ALB,67.169
Miami Grand Prix,42.0,HUL,69.53
Miami Grand Prix,42.0,ZHO,77.206
Miami Grand Prix,42.0,NOR,74.682
Miami Grand Prix,42.0,DEV,85.344
Miami Grand Prix,42.0,PIA,97.963
Miami Grand Prix,42.0,SAR,112.006
Miami Grand Prix,43.0,VER,0.0
Miami Grand Prix,43.0,PER,18.533
Miami Grand Prix,43.0,ALO,33.232
Miami Grand Prix,43.0,RUS,41.169
Miami Grand Prix,43.0,SAI,43.691
Miami Grand Prix,43.0,HAM,62.237
Miami Grand Prix,43.0,LEC,55.848
Miami Grand Prix,43.0,GAS,52.898
Miami Grand Prix,43.0,OCO,63.356
Miami Grand Prix,43.0,MAG,60.259
Miami Grand Prix,43.0,TSU,69.138
Miami Grand Prix,43.0,STR,74.169
Miami Grand Prix,43.0,BOT,67.257
Miami Grand Prix,43.0,ALB,68.637
Miami Grand Prix,43.0,HUL,70.439
Miami Grand Prix,43.0,ZHO,78.305
Miami Grand Prix,43.0,NOR,76.421
Miami Grand Prix,43.0,DEV,86.705
Miami Grand Prix,43.0,PIA,99.61
Miami Grand Prix,43.0,SAR,114.396
Miami Grand Prix,44.0,VER,0.0
Miami Grand Prix,44.0,PER,18.374
Miami Grand Prix,44.0,ALO,33.936
Miami Grand Prix,44.0,RUS,41.814
Miami Grand Prix,44.0,SAI,44.269
Miami Grand Prix,44.0,HAM,62.572
Miami Grand Prix,44.0,LEC,56.623
Miami Grand Prix,44.0,GAS,53.985
Miami Grand Prix,44.0,OCO,63.754
Miami Grand Prix,44.0,MAG,61.495
Miami Grand Prix,44.0,TSU,70.165
Miami Grand Prix,44.0,STR,73.975
Miami Grand Prix,44.0,BOT,68.28
Miami Grand Prix,44.0,ALB,69.577
Miami Grand Prix,44.0,HUL,71.358
Miami Grand Prix,44.0,ZHO,79.651
Miami Grand Prix,44.0,NOR,78.171
Miami Grand Prix,44.0,DEV,88.555
Miami Grand Prix,44.0,PIA,101.821
Miami Grand Prix,44.0,SAR,115.93
Miami Grand Prix,45.0,VER,0.0
Miami Grand Prix,45.0,PER,13.809
Miami Grand Prix,45.0,ALO,29.681
Miami Grand Prix,45.0,RUS,38.0
Miami Grand Prix,45.0,SAI,40.132
Miami Grand Prix,45.0,HAM,58.109
Miami Grand Prix,45.0,LEC,52.45
Miami Grand Prix,45.0,GAS,50.349
Miami Grand Prix,45.0,OCO,59.464
Miami Grand Prix,45.0,MAG,57.759
Miami Grand Prix,45.0,TSU,66.502
Miami Grand Prix,45.0,STR,69.476
Miami Grand Prix,45.0,BOT,64.693
Miami Grand Prix,45.0,ALB,66.09
Miami Grand Prix,45.0,HUL,67.456
Miami Grand Prix,45.0,ZHO,76.105
Miami Grand Prix,45.0,NOR,74.871
Miami Grand Prix,45.0,DEV,85.598
Miami Grand Prix,45.0,PIA,99.402
Miami Grand Prix,45.0,SAR,112.775
Miami Grand Prix,46.0,VER,0.755
Miami Grand Prix,46.0,PER,0.0
Miami Grand Prix,46.0,ALO,16.23
Miami Grand Prix,46.0,RUS,24.568
Miami Grand Prix,46.0,SAI,26.565
Miami Grand Prix,46.0,HAM,44.205
Miami Grand Prix,46.0,LEC,39.187
Miami Grand Prix,46.0,GAS,37.501
Miami Grand Prix,46.0,OCO,46.064
Miami Grand Prix,46.0,MAG,45.6
Miami Grand Prix,46.0,TSU,53.514
Miami Grand Prix,46.0,STR,55.407
Miami Grand Prix,46.0,BOT,51.943
Miami Grand Prix,46.0,ALB,53.141
Miami Grand Prix,46.0,HUL,54.319
Miami Grand Prix,46.0,ZHO,62.94
Miami Grand Prix,46.0,NOR,62.374
Miami Grand Prix,46.0,DEV,72.908
Miami Grand Prix,46.0,PIA,87.351
Miami Grand Prix,46.0,SAR,100.197
Miami Grand Prix,47.0,VER,0.151
Miami Grand Prix,47.0,PER,0.0
Miami Grand Prix,47.0,ALO,16.06
Miami Grand Prix,47.0,RUS,24.534
Miami Grand Prix,47.0,SAI,26.524
Miami Grand Prix,47.0,HAM,43.539
Miami Grand Prix,47.0,LEC,39.391
Miami Grand Prix,47.0,GAS,37.888
Miami Grand Prix,47.0,OCO,46.503
Miami Grand Prix,47.0,MAG,47.204
Miami Grand Prix,47.0,TSU,53.855
Miami Grand Prix,47.0,STR,55.05
Miami Grand Prix,47.0,BOT,52.174
Miami Grand Prix,47.0,ALB,54.069
Miami Grand Prix,47.0,HUL,55.379
Miami Grand Prix,47.0,ZHO,63.39
Miami Grand Prix,47.0,NOR,62.992
Miami Grand Prix,47.0,DEV,73.579
Miami Grand Prix,47.0,PIA,88.532
Miami Grand Prix,47.0,SAR,101.016
Miami Grand Prix,48.0,VER,0.0
Miami Grand Prix,48.0,PER,1.546
Miami Grand Prix,48.0,ALO,16.857
Miami Grand Prix,48.0,RUS,25.352
Miami Grand Prix,48.0,SAI,27.352
Miami Grand Prix,48.0,HAM,43.853
Miami Grand Prix,48.0,LEC,40.335
Miami Grand Prix,48.0,GAS,39.091
Miami Grand Prix,48.0,OCO,47.439
Miami Grand Prix,48.0,MAG,49.007
Miami Grand Prix,48.0,TSU,55.058
Miami Grand Prix,48.0,STR,56.499
Miami Grand Prix,48.0,BOT,53.813
Miami Grand Prix,48.0,ALB,56.325
Miami Grand Prix,48.0,HUL,57.273
Miami Grand Prix,48.0,ZHO,64.598
Miami Grand Prix,48.0,NOR,65.836
Miami Grand Prix,48.0,DEV,74.891
Miami Grand Prix,48.0,PIA,93.78
Miami Grand Prix,48.0,SAR,102.84
Miami Grand Prix,49.0,VER,0.0
Miami Grand Prix,49.0,PER,1.633
Miami Grand Prix,49.0,ALO,17.637
Miami Grand Prix,49.0,RUS,25.837
Miami Grand Prix,49.0,SAI,27.874
Miami Grand Prix,49.0,HAM,44.305
Miami Grand Prix,49.0,LEC,41.316
Miami Grand Prix,49.0,GAS,40.248
Miami Grand Prix,49.0,OCO,48.738
Miami Grand Prix,49.0,MAG,50.499
Miami Grand Prix,49.0,TSU,55.755
Miami Grand Prix,49.0,STR,57.294
Miami Grand Prix,49.0,BOT,55.253
Miami Grand Prix,49.0,ALB,59.213
Miami Grand Prix,49.0,HUL,59.752
Miami Grand Prix,49.0,ZHO,65.896
Miami Grand Prix,49.0,NOR,67.637
Miami Grand Prix,49.0,DEV,76.412
Miami Grand Prix,49.0,PIA,96.251
Miami Grand Prix,49.0,SAR,104.657
Miami Grand Prix,50.0,VER,0.0
Miami Grand Prix,50.0,PER,1.8319999999999999
Miami Grand Prix,50.0,ALO,18.673000000000002
Miami Grand Prix,50.0,RUS,26.362
Miami Grand Prix,50.0,SAI,28.812
Miami Grand Prix,50.0,HAM,44.827
Miami Grand Prix,50.0,LEC,42.649
Miami Grand Prix,50.0,GAS,41.523
Miami Grand Prix,50.0,OCO,49.987
Miami Grand Prix,50.0,MAG,52.124
Miami Grand Prix,50.0,TSU,57.29
Miami Grand Prix,50.0,STR,58.19
Miami Grand Prix,50.0,BOT,57.49
Miami Grand Prix,50.0,ALB,60.833
Miami Grand Prix,50.0,HUL,61.426
Miami Grand Prix,50.0,ZHO,67.017
Miami Grand Prix,50.0,NOR,69.359
Miami Grand Prix,50.0,DEV,77.823
Miami Grand Prix,50.0,PIA,98.395
Miami Grand Prix,50.0,SAR,106.204
Miami Grand Prix,51.0,VER,0.0
Miami Grand Prix,51.0,PER,2.38
Miami Grand Prix,51.0,ALO,18.772
Miami Grand Prix,51.0,RUS,26.929
Miami Grand Prix,51.0,SAI,29.679
Miami Grand Prix,51.0,HAM,45.306
Miami Grand Prix,51.0,LEC,43.727
Miami Grand Prix,51.0,GAS,42.877
Miami Grand Prix,51.0,OCO,51.083
Miami Grand Prix,51.0,MAG,53.662
Miami Grand Prix,51.0,TSU,58.039
Miami Grand Prix,51.0,STR,59.521
Miami Grand Prix,51.0,BOT,59.788
Miami Grand Prix,51.0,ALB,62.262
Miami Grand Prix,51.0,HUL,62.925
Miami Grand Prix,51.0,ZHO,68.173
Miami Grand Prix,51.0,NOR,72.165
Miami Grand Prix,51.0,DEV,79.176
Miami Grand Prix,51.0,PIA,100.284
Miami Grand Prix,51.0,SAR,108.141
Miami Grand Prix,52.0,VER,0.0
Miami Grand Prix,52.0,PER,2.697
Miami Grand Prix,52.0,ALO,20.652
Miami Grand Prix,52.0,RUS,27.997
Miami Grand Prix,52.0,SAI,30.858
Miami Grand Prix,52.0,HAM,46.29
Miami Grand Prix,52.0,LEC,44.887
Miami Grand Prix,52.0,GAS,44.61
Miami Grand Prix,52.0,OCO,52.293
Miami Grand Prix,52.0,MAG,55.254
Miami Grand Prix,52.0,TSU,59.17
Miami Grand Prix,52.0,STR,60.662
Miami Grand Prix,52.0,BOT,62.209
Miami Grand Prix,52.0,ALB,64.034
Miami Grand Prix,52.0,HUL,64.697
Miami Grand Prix,52.0,ZHO,69.994
Miami Grand Prix,52.0,NOR,75.027
Miami Grand Prix,52.0,DEV,80.935
Miami Grand Prix,52.0,PIA,102.47
Miami Grand Prix,52.0,SAR,110.391
Miami Grand Prix,53.0,VER,0.0
Miami Grand Prix,53.0,PER,2.839
Miami Grand Prix,53.0,ALO,21.841
Miami Grand Prix,53.0,RUS,29.041
Miami Grand Prix,53.0,SAI,32.289
Miami Grand Prix,53.0,HAM,47.124
Miami Grand Prix,53.0,LEC,46.606
Miami Grand Prix,53.0,GAS,48.131
Miami Grand Prix,53.0,OCO,53.589
Miami Grand Prix,53.0,MAG,56.399
Miami Grand Prix,53.0,TSU,60.138
Miami Grand Prix,53.0,STR,61.637
Miami Grand Prix,53.0,BOT,64.518
Miami Grand Prix,53.0,ALB,65.564
Miami Grand Prix,53.0,HUL,66.216
Miami Grand Prix,53.0,ZHO,71.567
Miami Grand Prix,53.0,NOR,77.554
Miami Grand Prix,53.0,DEV,82.461
Miami Grand Prix,53.0,PIA,104.53
Miami Grand Prix,53.0,SAR,114.171
Miami Grand Prix,54.0,VER,0.0
Miami Grand Prix,54.0,PER,3.063
Miami Grand Prix,54.0,ALO,22.803
Miami Grand Prix,54.0,RUS,30.164
Miami Grand Prix,54.0,SAI,33.351
Miami Grand Prix,54.0,HAM,47.935
Miami Grand Prix,54.0,LEC,48.467
Miami Grand Prix,54.0,GAS,50.032
Miami Grand Prix,54.0,OCO,54.634
Miami Grand Prix,54.0,MAG,57.8
Miami Grand Prix,54.0,TSU,61.128
Miami Grand Prix,54.0,STR,62.221
Miami Grand Prix,54.0,BOT,66.214
Miami Grand Prix,54.0,ALB,67.176
Miami Grand Prix,54.0,HUL,68.009
Miami Grand Prix,54.0,ZHO,73.0
Miami Grand Prix,54.0,NOR,80.007
Miami Grand Prix,54.0,DEV,83.882
Miami Grand Prix,54.0,PIA,106.392
Miami Grand Prix,54.0,SAR,116.744
Miami Grand Prix,55.0,VER,0.0
Miami Grand Prix,55.0,PER,3.307
Miami Grand Prix,55.0,ALO,24.172
Miami Grand Prix,55.0,RUS,31.093
Miami Grand Prix,55.0,SAI,34.322
Miami Grand Prix,55.0,HAM,48.531
Miami Grand Prix,55.0,LEC,49.908
Miami Grand Prix,55.0,GAS,51.612
Miami Grand Prix,55.0,OCO,55.532
Miami Grand Prix,55.0,MAG,59.144
Miami Grand Prix,55.0,TSU,61.927
Miami Grand Prix,55.0,STR,62.808
Miami Grand Prix,55.0,BOT,67.886
Miami Grand Prix,55.0,ALB,68.637
Miami Grand Prix,55.0,HUL,69.706
Miami Grand Prix,55.0,ZHO,74.501
Miami Grand Prix,55.0,NOR,82.311
Miami Grand Prix,55.0,DEV,85.479
Miami Grand Prix,55.0,PIA,108.485
Miami Grand Prix,55.0,SAR,119.728
Miami Grand Prix,56.0,VER,0.0
Miami Grand Prix,56.0,PER,5.097
Miami Grand Prix,56.0,ALO,26.059
Miami Grand Prix,56.0,RUS,32.487
Miami Grand Prix,56.0,SAI,36.321
Miami Grand Prix,56.0,HAM,50.853
Miami Grand Prix,56.0,LEC,51.827
Miami Grand Prix,56.0,GAS,53.929
Miami Grand Prix,56.0,OCO,56.967
Miami Grand Prix,56.0,MAG,61.193
Miami Grand Prix,56.0,TSU,63.257
Miami Grand Prix,56.0,STR,63.98
Miami Grand Prix,56.0,BOT,70.016
Miami Grand Prix,56.0,ALB,71.076
Miami Grand Prix,56.0,HUL,72.199
Miami Grand Prix,56.0,ZHO,76.529
Miami Grand Prix,56.0,NOR,85.173
Miami Grand Prix,56.0,DEV,87.701
Miami Grand Prix,56.0,PIA,110.783
Miami Grand Prix,56.0,SAR,124.661
Miami Grand Prix,57.0,VER,0.0
Miami Grand Prix,57.0,PER,5.384
Miami Grand Prix,57.0,ALO,26.305
Miami Grand Prix,57.0,RUS,33.229
Miami Grand Prix,57.0,SAI,37.511
Miami Grand Prix,57.0,HAM,51.249
Miami Grand Prix,57.0,LEC,52.988
Miami Grand Prix,57.0,GAS,55.67
Miami Grand Prix,57.0,OCO,58.123
Miami Grand Prix,57.0,MAG,62.945
Miami Grand Prix,57.0,TSU,64.309
Miami Grand Prix,57.0,STR,64.754
Miami Grand Prix,57.0,BOT,71.637
Miami Grand Prix,57.0,ALB,72.861
Miami Grand Prix,57.0,HUL,74.95
Miami Grand Prix,57.0,ZHO,78.44
Miami Grand Prix,57.0,NOR,87.739
Miami Grand Prix,57.0,DEV,88.99
Monaco Grand Prix,1.0,VER,0.0
Monaco Grand Prix,1.0,GAS,5.463
Monaco Grand Prix,1.0,PER,33.952
Monaco Grand Prix,1.0,ALO,1.289
Monaco Grand Prix,1.0,LEC,4.87
Monaco Grand Prix,1.0,STR,15.324
Monaco Grand Prix,1.0,SAR,13.451
Monaco Grand Prix,1.0,MAG,14.187
Monaco Grand Prix,1.0,DEV,9.211
Monaco Grand Prix,1.0,TSU,7.079
Monaco Grand Prix,1.0,ALB,10.378
Monaco Grand Prix,1.0,ZHO,34.547
Monaco Grand Prix,1.0,HUL,35.854
Monaco Grand Prix,1.0,OCO,2.401
Monaco Grand Prix,1.0,NOR,7.796
Monaco Grand Prix,1.0,HAM,4.3469999999999995
Monaco Grand Prix,1.0,SAI,3.152
Monaco Grand Prix,1.0,RUS,6.149
Monaco Grand Prix,1.0,BOT,12.676
Monaco Grand Prix,1.0,PIA,8.832
Monaco Grand Prix,2.0,VER,0.0
Monaco Grand Prix,2.0,GAS,6.732
Monaco Grand Prix,2.0,PER,34.289
Monaco Grand Prix,2.0,ALO,1.568
Monaco Grand Prix,2.0,LEC,6.052
Monaco Grand Prix,2.0,STR,15.946
Monaco Grand Prix,2.0,SAR,13.742
Monaco Grand Prix,2.0,MAG,14.995
Monaco Grand Prix,2.0,DEV,11.608
Monaco Grand Prix,2.0,TSU,9.0
Monaco Grand Prix,2.0,ALB,11.988
Monaco Grand Prix,2.0,ZHO,35.937
Monaco Grand Prix,2.0,HUL,36.921
Monaco Grand Prix,2.0,OCO,3.335
Monaco Grand Prix,2.0,NOR,10.039
Monaco Grand Prix,2.0,HAM,5.507
Monaco Grand Prix,2.0,SAI,4.378
Monaco Grand Prix,2.0,RUS,7.937
