Event,Lap,Driver,GapToLeader_Secs
Bahrain Grand Prix,4.0,ZHO,13.751
Bahrain Grand Prix,4.0,MAG,13.176
Bahrain Grand Prix,4.0,RIC,15.567
Bahrain Grand Prix,4.0,TSU,11.935
Bahrain Grand Prix,4.0,ALB,12.663
Bahrain Grand Prix,4.0,HUL,52.152
Bahrain Grand Prix,4.0,OCO,16.167
Bahrain Grand Prix,4.0,GAS,16.566
Bahrain Grand Prix,4.0,BOT,17.295
Bahrain Grand Prix,4.0,SAR,14.519
Bahrain Grand Prix,5.0,VER,0.0
Bahrain Grand Prix,5.0,PER,5.504
Bahrain Grand Prix,5.0,SAI,6.079
Bahrain Grand Prix,5.0,LEC,4.925
Bahrain Grand Prix,5.0,RUS,3.9699999999999998
Bahrain Grand Prix,5.0,NOR,9.056
Bahrain Grand Prix,5.0,HAM,12.182
Bahrain Grand Prix,5.0,PIA,10.766
Bahrain Grand Prix,5.0,ALO,11.66
Bahrain Grand Prix,5.0,STR,19.416
Bahrain Grand Prix,5.0,ZHO,15.376
Bahrain Grand Prix,5.0,MAG,14.579
Bahrain Grand Prix,5.0,RIC,17.098
Bahrain Grand Prix,5.0,TSU,13.083
Bahrain Grand Prix,5.0,ALB,13.999
Bahrain Grand Prix,5.0,HUL,52.642
Bahrain Grand Prix,5.0,OCO,17.634
Bahrain Grand Prix,5.0,GAS,18.057
Bahrain Grand Prix,5.0,BOT,20.209
Bahrain Grand Prix,5.0,SAR,16.103
Bahrain Grand Prix,6.0,VER,0.0
Bahrain Grand Prix,6.0,PER,6.235
Bahrain Grand Prix,6.0,SAI,6.728
Bahrain Grand Prix,6.0,LEC,5.615
Bahrain Grand Prix,6.0,RUS,4.662
Bahrain Grand Prix,6.0,NOR,9.86
Bahrain Grand Prix,6.0,HAM,13.273
Bahrain Grand Prix,6.0,PIA,11.629
Bahrain Grand Prix,6.0,ALO,12.621
Bahrain Grand Prix,6.0,STR,21.249
Bahrain Grand Prix,6.0,ZHO,16.772
Bahrain Grand Prix,6.0,MAG,16.016
Bahrain Grand Prix,6.0,RIC,18.695
Bahrain Grand Prix,6.0,TSU,14.352
Bahrain Grand Prix,6.0,ALB,15.482
Bahrain Grand Prix,6.0,HUL,53.446
Bahrain Grand Prix,6.0,OCO,19.416
Bahrain Grand Prix,6.0,GAS,20.064
Bahrain Grand Prix,6.0,BOT,22.323
Bahrain Grand Prix,6.0,SAR,17.593
Bahrain Grand Prix,7.0,VER,0.0
Bahrain Grand Prix,7.0,PER,7.018
Bahrain Grand Prix,7.0,SAI,7.95
Bahrain Grand Prix,7.0,LEC,7.534
Bahrain Grand Prix,7.0,RUS,5.7059999999999995
Bahrain Grand Prix,7.0,NOR,10.682
Bahrain Grand Prix,7.0,HAM,14.074
Bahrain Grand Prix,7.0,PIA,12.575
Bahrain Grand Prix,7.0,ALO,13.591
Bahrain Grand Prix,7.0,STR,22.98
Bahrain Grand Prix,7.0,ZHO,19.251
Bahrain Grand Prix,7.0,MAG,19.036
Bahrain Grand Prix,7.0,RIC,20.85
Bahrain Grand Prix,7.0,TSU,15.678
Bahrain Grand Prix,7.0,ALB,17.415
Bahrain Grand Prix,7.0,HUL,54.09
Bahrain Grand Prix,7.0,OCO,21.53
Bahrain Grand Prix,7.0,GAS,22.104
Bahrain Grand Prix,7.0,BOT,23.939
Bahrain Grand Prix,7.0,SAR,20.019
Bahrain Grand Prix,8.0,VER,0.0
Bahrain Grand Prix,8.0,PER,7.832
Bahrain Grand Prix,8.0,SAI,9.109
Bahrain Grand Prix,8.0,LEC,8.646
Bahrain Grand Prix,8.0,RUS,6.5440000000000005
Bahrain Grand Prix,8.0,NOR,11.792
Bahrain Grand Prix,8.0,HAM,15.271
Bahrain Grand Prix,8.0,PIA,13.507
Bahrain Grand Prix,8.0,ALO,14.67
Bahrain Grand Prix,8.0,STR,24.813
Bahrain Grand Prix,8.0,ZHO,21.873
Bahrain Grand Prix,8.0,MAG,21.184
Bahrain Grand Prix,8.0,RIC,23.355
Bahrain Grand Prix,8.0,TSU,17.167
Bahrain Grand Prix,8.0,ALB,19.051
Bahrain Grand Prix,8.0,HUL,54.886
Bahrain Grand Prix,8.0,OCO,23.928
Bahrain Grand Prix,8.0,GAS,24.367
Bahrain Grand Prix,8.0,BOT,25.883
Bahrain Grand Prix,8.0,SAR,22.575
Bahrain Grand Prix,9.0,VER,0.0
Bahrain Grand Prix,9.0,PER,8.199
Bahrain Grand Prix,9.0,SAI,9.91
Bahrain Grand Prix,9.0,LEC,9.261
Bahrain Grand Prix,9.0,RUS,7.045
Bahrain Grand Prix,9.0,NOR,12.627
Bahrain Grand Prix,9.0,HAM,16.687
Bahrain Grand Prix,9.0,PIA,14.374
Bahrain Grand Prix,9.0,ALO,16.337
Bahrain Grand Prix,9.0,STR,29.696
Bahrain Grand Prix,9.0,ZHO,26.493
Bahrain Grand Prix,9.0,MAG,22.816
Bahrain Grand Prix,9.0,RIC,25.464
Bahrain Grand Prix,9.0,TSU,18.492
Bahrain Grand Prix,9.0,ALB,20.474
Bahrain Grand Prix,9.0,HUL,55.54
Bahrain Grand Prix,9.0,OCO,26.011
Bahrain Grand Prix,9.0,GAS,26.59
Bahrain Grand Prix,9.0,BOT,28.079
Bahrain Grand Prix,9.0,SAR,24.712
Bahrain Grand Prix,10.0,VER,0.0
Bahrain Grand Prix,10.0,PER,8.869
Bahrain Grand Prix,10.0,SAI,10.558
Bahrain Grand Prix,10.0,LEC,10.185
Bahrain Grand Prix,10.0,RUS,7.867
Bahrain Grand Prix,10.0,NOR,13.603
Bahrain Grand Prix,10.0,HAM,17.764
Bahrain Grand Prix,10.0,PIA,15.487
Bahrain Grand Prix,10.0,ALO,18.701999999999998
Bahrain Grand Prix,10.0,STR,50.551
Bahrain Grand Prix,10.0,ZHO,48.861
Bahrain Grand Prix,10.0,MAG,24.603
Bahrain Grand Prix,10.0,RIC,27.286
Bahrain Grand Prix,10.0,TSU,20.444
Bahrain Grand Prix,10.0,ALB,22.466
Bahrain Grand Prix,10.0,HUL,56.95
Bahrain Grand Prix,10.0,OCO,30.693
Bahrain Grand Prix,10.0,GAS,28.559
Bahrain Grand Prix,10.0,BOT,30.231
Bahrain Grand Prix,10.0,SAR,89.603
Bahrain Grand Prix,11.0,VER,0.0
Bahrain Grand Prix,11.0,PER,9.62
Bahrain Grand Prix,11.0,SAI,11.129
Bahrain Grand Prix,11.0,LEC,14.837
Bahrain Grand Prix,11.0,RUS,11.297
Bahrain Grand Prix,11.0,NOR,14.69
Bahrain Grand Prix,11.0,HAM,18.915
Bahrain Grand Prix,11.0,PIA,16.799
Bahrain Grand Prix,11.0,ALO,20.171
Bahrain Grand Prix,11.0,STR,49.96
Bahrain Grand Prix,11.0,ZHO,48.141
Bahrain Grand Prix,11.0,MAG,28.606
Bahrain Grand Prix,11.0,RIC,29.234
Bahrain Grand Prix,11.0,TSU,22.158
Bahrain Grand Prix,11.0,ALB,24.216
Bahrain Grand Prix,11.0,HUL,57.503
Bahrain Grand Prix,11.0,OCO,52.622
Bahrain Grand Prix,11.0,GAS,30.13
Bahrain Grand Prix,11.0,BOT,32.333
Bahrain Grand Prix,11.0,SAR,124.956
Bahrain Grand Prix,12.0,VER,0.0
Bahrain Grand Prix,12.0,PER,12.852
Bahrain Grand Prix,12.0,SAI,11.734
Bahrain Grand Prix,12.0,LEC,35.263
Bahrain Grand Prix,12.0,RUS,32.712
Bahrain Grand Prix,12.0,NOR,15.727
Bahrain Grand Prix,12.0,HAM,22.759
Bahrain Grand Prix,12.0,PIA,20.493
Bahrain Grand Prix,12.0,ALO,21.669
Bahrain Grand Prix,12.0,STR,50.09
Bahrain Grand Prix,12.0,ZHO,48.091
Bahrain Grand Prix,12.0,MAG,51.243
Bahrain Grand Prix,12.0,RIC,31.082
Bahrain Grand Prix,12.0,TSU,23.882
Bahrain Grand Prix,12.0,ALB,26.105
Bahrain Grand Prix,12.0,HUL,58.164
Bahrain Grand Prix,12.0,OCO,53.176
Bahrain Grand Prix,12.0,GAS,34.541
Bahrain Grand Prix,12.0,BOT,38.433
Bahrain Grand Prix,12.0,SAR,126.404
Bahrain Grand Prix,13.0,VER,0.0
Bahrain Grand Prix,13.0,PER,33.446
Bahrain Grand Prix,13.0,SAI,11.947
Bahrain Grand Prix,13.0,LEC,34.665
Bahrain Grand Prix,13.0,RUS,32.849
Bahrain Grand Prix,13.0,NOR,19.332
Bahrain Grand Prix,13.0,HAM,44.374
Bahrain Grand Prix,13.0,PIA,42.152
Bahrain Grand Prix,13.0,ALO,23.226
Bahrain Grand Prix,13.0,STR,50.349
Bahrain Grand Prix,13.0,ZHO,48.497
Bahrain Grand Prix,13.0,MAG,51.103
Bahrain Grand Prix,13.0,RIC,36.225
Bahrain Grand Prix,13.0,TSU,25.712
Bahrain Grand Prix,13.0,ALB,27.898
Bahrain Grand Prix,13.0,HUL,58.935
Bahrain Grand Prix,13.0,OCO,53.509
Bahrain Grand Prix,13.0,GAS,62.076
Bahrain Grand Prix,13.0,BOT,62.484
Bahrain Grand Prix,13.0,SAR,130.363
Bahrain Grand Prix,14.0,VER,0.0
Bahrain Grand Prix,14.0,PER,32.024
Bahrain Grand Prix,14.0,SAI,14.672
Bahrain Grand Prix,14.0,LEC,34.393
Bahrain Grand Prix,14.0,RUS,33.392
Bahrain Grand Prix,14.0,NOR,40.074
Bahrain Grand Prix,14.0,HAM,44.524
Bahrain Grand Prix,14.0,PIA,41.92
Bahrain Grand Prix,14.0,ALO,24.81
Bahrain Grand Prix,14.0,STR,50.945
Bahrain Grand Prix,14.0,ZHO,48.951
Bahrain Grand Prix,14.0,MAG,51.665
Bahrain Grand Prix,14.0,RIC,58.605
Bahrain Grand Prix,14.0,TSU,29.822
Bahrain Grand Prix,14.0,ALB,29.847
Bahrain Grand Prix,14.0,HUL,59.786
Bahrain Grand Prix,14.0,OCO,54.018
Bahrain Grand Prix,14.0,GAS,62.737
Bahrain Grand Prix,14.0,BOT,61.91
Bahrain Grand Prix,14.0,SAR,134.805
Bahrain Grand Prix,15.0,VER,0.0
Bahrain Grand Prix,15.0,PER,31.828
Bahrain Grand Prix,15.0,SAI,34.886
Bahrain Grand Prix,15.0,LEC,34.195
Bahrain Grand Prix,15.0,RUS,33.303
Bahrain Grand Prix,15.0,NOR,39.975
Bahrain Grand Prix,15.0,HAM,44.777
Bahrain Grand Prix,15.0,PIA,41.732
Bahrain Grand Prix,15.0,ALO,28.9
Bahrain Grand Prix,15.0,STR,51.467
Bahrain Grand Prix,15.0,ZHO,49.44
Bahrain Grand Prix,15.0,MAG,52.986
Bahrain Grand Prix,15.0,RIC,58.664
Bahrain Grand Prix,15.0,TSU,52.399
Bahrain Grand Prix,15.0,ALB,34.007
Bahrain Grand Prix,15.0,HUL,60.885
Bahrain Grand Prix,15.0,OCO,54.85
Bahrain Grand Prix,15.0,GAS,63.218
Bahrain Grand Prix,15.0,BOT,62.186
Bahrain Grand Prix,15.0,SAR,135.388
Bahrain Grand Prix,16.0,VER,0.0
Bahrain Grand Prix,16.0,PER,30.443
Bahrain Grand Prix,16.0,SAI,34.094
Bahrain Grand Prix,16.0,LEC,33.7
Bahrain Grand Prix,16.0,RUS,32.818
Bahrain Grand Prix,16.0,NOR,39.372
Bahrain Grand Prix,16.0,HAM,44.7
Bahrain Grand Prix,16.0,PIA,40.991
Bahrain Grand Prix,16.0,ALO,50.546
Bahrain Grand Prix,16.0,STR,52.326
Bahrain Grand Prix,16.0,ZHO,49.931
Bahrain Grand Prix,16.0,MAG,53.567
Bahrain Grand Prix,16.0,RIC,58.672
Bahrain Grand Prix,16.0,TSU,52.747
Bahrain Grand Prix,16.0,ALB,56.18
Bahrain Grand Prix,16.0,HUL,61.513
Bahrain Grand Prix,16.0,OCO,55.584
Bahrain Grand Prix,16.0,GAS,63.571
Bahrain Grand Prix,16.0,BOT,62.736
Bahrain Grand Prix,16.0,SAR,139.59
Bahrain Grand Prix,17.0,VER,0.0
Bahrain Grand Prix,17.0,PER,27.001
Bahrain Grand Prix,17.0,SAI,29.705
Bahrain Grand Prix,17.0,LEC,31.106
Bahrain Grand Prix,17.0,RUS,29.156
Bahrain Grand Prix,17.0,NOR,36.252
Bahrain Grand Prix,17.0,HAM,41.915
Bahrain Grand Prix,17.0,PIA,37.967
Bahrain Grand Prix,17.0,ALO,47.62
Bahrain Grand Prix,17.0,STR,51.207
Bahrain Grand Prix,17.0,ZHO,48.51
Bahrain Grand Prix,17.0,MAG,51.953
Bahrain Grand Prix,17.0,RIC,56.066
Bahrain Grand Prix,17.0,TSU,50.333
Bahrain Grand Prix,17.0,ALB,53.676
Bahrain Grand Prix,17.0,HUL,59.508
Bahrain Grand Prix,17.0,OCO,54.599
Bahrain Grand Prix,17.0,GAS,61.624
Bahrain Grand Prix,17.0,BOT,60.605
Bahrain Grand Prix,17.0,SAR,139.452
Bahrain Grand Prix,18.0,VER,0.0
Bahrain Grand Prix,18.0,PER,5.458
Bahrain Grand Prix,18.0,SAI,7.939
Bahrain Grand Prix,18.0,LEC,10.69
Bahrain Grand Prix,18.0,RUS,9.121
Bahrain Grand Prix,18.0,NOR,14.906
Bahrain Grand Prix,18.0,HAM,20.911
Bahrain Grand Prix,18.0,PIA,17.208
Bahrain Grand Prix,18.0,ALO,27.127
Bahrain Grand Prix,18.0,STR,30.77
Bahrain Grand Prix,18.0,ZHO,28.208
Bahrain Grand Prix,18.0,MAG,31.682
Bahrain Grand Prix,18.0,RIC,35.912
Bahrain Grand Prix,18.0,TSU,29.838
Bahrain Grand Prix,18.0,ALB,33.412
Bahrain Grand Prix,18.0,HUL,39.87
Bahrain Grand Prix,18.0,OCO,34.865
Bahrain Grand Prix,18.0,GAS,41.561
Bahrain Grand Prix,18.0,BOT,40.669
Bahrain Grand Prix,18.0,SAR,119.675
Bahrain Grand Prix,19.0,VER,0.0
Bahrain Grand Prix,19.0,PER,6.213
Bahrain Grand Prix,19.0,SAI,8.892
Bahrain Grand Prix,19.0,LEC,12.228
Bahrain Grand Prix,19.0,RUS,11.071
Bahrain Grand Prix,19.0,NOR,16.039
Bahrain Grand Prix,19.0,HAM,22.322
Bahrain Grand Prix,19.0,PIA,18.502
Bahrain Grand Prix,19.0,ALO,28.916
Bahrain Grand Prix,19.0,STR,33.041
Bahrain Grand Prix,19.0,ZHO,30.576999999999998
Bahrain Grand Prix,19.0,MAG,34.191
Bahrain Grand Prix,19.0,RIC,38.979
Bahrain Grand Prix,19.0,TSU,31.951
Bahrain Grand Prix,19.0,ALB,35.892
Bahrain Grand Prix,19.0,HUL,42.449
Bahrain Grand Prix,19.0,OCO,37.914
Bahrain Grand Prix,19.0,GAS,43.98
Bahrain Grand Prix,19.0,BOT,43.048
Bahrain Grand Prix,19.0,SAR,122.134
Bahrain Grand Prix,20.0,VER,0.0
Bahrain Grand Prix,20.0,PER,7.331
Bahrain Grand Prix,20.0,SAI,9.766
Bahrain Grand Prix,20.0,LEC,13.862
Bahrain Grand Prix,20.0,RUS,12.643
Bahrain Grand Prix,20.0,NOR,17.38
Bahrain Grand Prix,20.0,HAM,23.426
Bahrain Grand Prix,20.0,PIA,19.986
Bahrain Grand Prix,20.0,ALO,31.113
Bahrain Grand Prix,20.0,STR,35.74
Bahrain Grand Prix,20.0,ZHO,33.166
Bahrain Grand Prix,20.0,MAG,37.093
Bahrain Grand Prix,20.0,RIC,41.684
Bahrain Grand Prix,20.0,TSU,34.557
Bahrain Grand Prix,20.0,ALB,38.433
Bahrain Grand Prix,20.0,HUL,48.087
Bahrain Grand Prix,20.0,OCO,40.939
Bahrain Grand Prix,20.0,GAS,46.856
Bahrain Grand Prix,20.0,BOT,46.173
Bahrain Grand Prix,20.0,SAR,124.794
Bahrain Grand Prix,21.0,VER,0.0
Bahrain Grand Prix,21.0,PER,8.18
Bahrain Grand Prix,21.0,SAI,10.554
Bahrain Grand Prix,21.0,LEC,15.523
Bahrain Grand Prix,21.0,RUS,14.096
Bahrain Grand Prix,21.0,NOR,18.684
Bahrain Grand Prix,21.0,HAM,24.62
Bahrain Grand Prix,21.0,PIA,21.403
Bahrain Grand Prix,21.0,ALO,33.139
Bahrain Grand Prix,21.0,STR,38.446
Bahrain Grand Prix,21.0,ZHO,35.797
Bahrain Grand Prix,21.0,MAG,39.787
Bahrain Grand Prix,21.0,RIC,43.76
Bahrain Grand Prix,21.0,TSU,37.018
Bahrain Grand Prix,21.0,ALB,41.035
Bahrain Grand Prix,21.0,HUL,71.47
Bahrain Grand Prix,21.0,OCO,44.986
Bahrain Grand Prix,21.0,GAS,49.634
Bahrain Grand Prix,21.0,BOT,48.587
Bahrain Grand Prix,21.0,SAR,127.487
Bahrain Grand Prix,22.0,VER,0.0
Bahrain Grand Prix,22.0,PER,9.013
Bahrain Grand Prix,22.0,SAI,11.358
Bahrain Grand Prix,22.0,LEC,17.115
Bahrain Grand Prix,22.0,RUS,15.884
Bahrain Grand Prix,22.0,NOR,20.148
Bahrain Grand Prix,22.0,HAM,26.049
Bahrain Grand Prix,22.0,PIA,22.754
Bahrain Grand Prix,22.0,ALO,35.057
Bahrain Grand Prix,22.0,STR,41.417
Bahrain Grand Prix,22.0,ZHO,38.445
Bahrain Grand Prix,22.0,MAG,42.73
Bahrain Grand Prix,22.0,RIC,46.306
Bahrain Grand Prix,22.0,TSU,39.651
Bahrain Grand Prix,22.0,ALB,43.862
Bahrain Grand Prix,22.0,HUL,73.124
Bahrain Grand Prix,22.0,OCO,48.437
Bahrain Grand Prix,22.0,GAS,52.298
Bahrain Grand Prix,22.0,BOT,51.381
Bahrain Grand Prix,22.0,SAR,130.011
Bahrain Grand Prix,23.0,VER,0.0
Bahrain Grand Prix,23.0,PER,10.046
Bahrain Grand Prix,23.0,SAI,12.291
Bahrain Grand Prix,23.0,LEC,18.886
Bahrain Grand Prix,23.0,RUS,17.622
Bahrain Grand Prix,23.0,NOR,21.628
Bahrain Grand Prix,23.0,HAM,27.55
Bahrain Grand Prix,23.0,PIA,24.218
Bahrain Grand Prix,23.0,ALO,37.106
Bahrain Grand Prix,23.0,STR,44.027
Bahrain Grand Prix,23.0,ZHO,41.017
Bahrain Grand Prix,23.0,MAG,45.807
Bahrain Grand Prix,23.0,RIC,48.862
Bahrain Grand Prix,23.0,TSU,42.106
Bahrain Grand Prix,23.0,ALB,46.515
Bahrain Grand Prix,23.0,HUL,74.633
Bahrain Grand Prix,23.0,OCO,51.628
Bahrain Grand Prix,23.0,GAS,55.186
Bahrain Grand Prix,23.0,BOT,54.345
Bahrain Grand Prix,23.0,SAR,132.416
Bahrain Grand Prix,24.0,VER,0.0
Bahrain Grand Prix,24.0,PER,10.968
Bahrain Grand Prix,24.0,SAI,13.202
Bahrain Grand Prix,24.0,LEC,20.521
Bahrain Grand Prix,24.0,RUS,19.069
Bahrain Grand Prix,24.0,NOR,23.162
Bahrain Grand Prix,24.0,HAM,28.927
Bahrain Grand Prix,24.0,PIA,25.813
Bahrain Grand Prix,24.0,ALO,38.863
Bahrain Grand Prix,24.0,STR,46.876
Bahrain Grand Prix,24.0,ZHO,43.622
Bahrain Grand Prix,24.0,MAG,48.674
Bahrain Grand Prix,24.0,RIC,51.339
Bahrain Grand Prix,24.0,TSU,44.451
Bahrain Grand Prix,24.0,ALB,49.43
Bahrain Grand Prix,24.0,HUL,75.97
Bahrain Grand Prix,24.0,OCO,54.759
Bahrain Grand Prix,24.0,GAS,58.089
Bahrain Grand Prix,24.0,BOT,57.202
Bahrain Grand Prix,24.0,SAR,136.564
Bahrain Grand Prix,25.0,VER,0.0
Bahrain Grand Prix,25.0,PER,11.97
Bahrain Grand Prix,25.0,SAI,14.08
Bahrain Grand Prix,25.0,LEC,21.939
Bahrain Grand Prix,25.0,RUS,20.655
Bahrain Grand Prix,25.0,NOR,24.55
Bahrain Grand Prix,25.0,HAM,30.504
Bahrain Grand Prix,25.0,PIA,27.479
Bahrain Grand Prix,25.0,ALO,40.7
Bahrain Grand Prix,25.0,STR,49.528
Bahrain Grand Prix,25.0,ZHO,46.163
Bahrain Grand Prix,25.0,MAG,51.622
Bahrain Grand Prix,25.0,RIC,53.97
Bahrain Grand Prix,25.0,TSU,46.96
Bahrain Grand Prix,25.0,ALB,52.314
Bahrain Grand Prix,25.0,HUL,77.28
Bahrain Grand Prix,25.0,OCO,57.911
Bahrain Grand Prix,25.0,GAS,60.907
Bahrain Grand Prix,25.0,BOT,60.122
Bahrain Grand Prix,25.0,SAR,140.315
Bahrain Grand Prix,26.0,VER,0.0
Bahrain Grand Prix,26.0,PER,13.094
Bahrain Grand Prix,26.0,SAI,15.078
Bahrain Grand Prix,26.0,LEC,23.526
Bahrain Grand Prix,26.0,RUS,22.233
Bahrain Grand Prix,26.0,NOR,25.893
Bahrain Grand Prix,26.0,HAM,31.995
Bahrain Grand Prix,26.0,PIA,29.138
Bahrain Grand Prix,26.0,ALO,43.115
Bahrain Grand Prix,26.0,STR,52.438
Bahrain Grand Prix,26.0,ZHO,48.935
Bahrain Grand Prix,26.0,MAG,54.492
Bahrain Grand Prix,26.0,RIC,56.776
Bahrain Grand Prix,26.0,TSU,49.795
Bahrain Grand Prix,26.0,ALB,55.191
Bahrain Grand Prix,26.0,HUL,78.605
Bahrain Grand Prix,26.0,OCO,61.353
Bahrain Grand Prix,26.0,GAS,64.063
Bahrain Grand Prix,26.0,BOT,63.207
Bahrain Grand Prix,26.0,SAR,142.951
Bahrain Grand Prix,27.0,VER,0.0
Bahrain Grand Prix,27.0,PER,13.746
Bahrain Grand Prix,27.0,SAI,15.769
Bahrain Grand Prix,27.0,LEC,24.776
Bahrain Grand Prix,27.0,RUS,23.467
Bahrain Grand Prix,27.0,NOR,27.038
Bahrain Grand Prix,27.0,HAM,33.615
Bahrain Grand Prix,27.0,PIA,30.462
Bahrain Grand Prix,27.0,ALO,44.479
Bahrain Grand Prix,27.0,STR,57.567
Bahrain Grand Prix,27.0,ZHO,51.407
Bahrain Grand Prix,27.0,MAG,57.137
Bahrain Grand Prix,27.0,RIC,59.347
Bahrain Grand Prix,27.0,TSU,52.297
Bahrain Grand Prix,27.0,ALB,57.906
Bahrain Grand Prix,27.0,HUL,79.671
Bahrain Grand Prix,27.0,OCO,64.321
Bahrain Grand Prix,27.0,GAS,66.882
Bahrain Grand Prix,27.0,BOT,66.052
Bahrain Grand Prix,27.0,SAR,145.658
Bahrain Grand Prix,28.0,VER,0.0
Bahrain Grand Prix,28.0,PER,14.495
Bahrain Grand Prix,28.0,SAI,16.826
Bahrain Grand Prix,28.0,LEC,26.206
Bahrain Grand Prix,28.0,RUS,24.901
Bahrain Grand Prix,28.0,NOR,28.579
Bahrain Grand Prix,28.0,HAM,34.83
Bahrain Grand Prix,28.0,PIA,31.89
Bahrain Grand Prix,28.0,ALO,46.258
Bahrain Grand Prix,28.0,STR,78.73
Bahrain Grand Prix,28.0,ZHO,56.605
Bahrain Grand Prix,28.0,MAG,59.596
Bahrain Grand Prix,28.0,RIC,61.915
Bahrain Grand Prix,28.0,TSU,54.984
Bahrain Grand Prix,28.0,ALB,60.477
Bahrain Grand Prix,28.0,HUL,81.448
Bahrain Grand Prix,28.0,OCO,67.216
Bahrain Grand Prix,28.0,GAS,70.02
Bahrain Grand Prix,28.0,BOT,69.17
Bahrain Grand Prix,28.0,SAR,150.716
Bahrain Grand Prix,29.0,VER,0.0
Bahrain Grand Prix,29.0,PER,15.139
Bahrain Grand Prix,29.0,SAI,17.633
Bahrain Grand Prix,29.0,LEC,27.376
Bahrain Grand Prix,29.0,RUS,26.174
Bahrain Grand Prix,29.0,NOR,29.826999999999998
Bahrain Grand Prix,29.0,HAM,35.823
Bahrain Grand Prix,29.0,PIA,33.276
Bahrain Grand Prix,29.0,ALO,47.569
Bahrain Grand Prix,29.0,STR,78.791
Bahrain Grand Prix,29.0,ZHO,77.888
Bahrain Grand Prix,29.0,MAG,61.768
Bahrain Grand Prix,29.0,RIC,64.082
Bahrain Grand Prix,29.0,TSU,56.968
Bahrain Grand Prix,29.0,ALB,62.563
Bahrain Grand Prix,29.0,HUL,82.492
Bahrain Grand Prix,29.0,OCO,69.979
Bahrain Grand Prix,29.0,GAS,72.777
Bahrain Grand Prix,29.0,BOT,72.031
Bahrain Grand Prix,29.0,SAR,176.504
Bahrain Grand Prix,30.0,VER,0.0
Bahrain Grand Prix,30.0,PER,15.681000000000001
